level,generated_story
1,"Given this prompt: heroes
    
    Generate a short story based on the theme of the topic word and make sure it is readable for grades 6 to 8 learners in the Common Core Standards scale.
    For your guidance, example books in this level of complexity include Little Women by Louisa May Alcott, The Adventures of Tom Sawyer by Mark Twain, and The Road Not Taken by Robert Frost.
    
    Output the generated story directly.
     Luke woke up, looking around. He found himself in an unfamiliar house with other people; one of which, a beautiful redhead, asked him if he knew where he was.
“Yes, of course. I mean, yes, I know I’m in the middle of nowhere! But what I don’t know is where I am.”
Luke was not sure if she was serious or not so he said, “That depends on what you mean.”
She nodded with a smile and he remembered her as a friend from school and they began talking.
They found out that they were all strangers in this house and the man who invited them in was the grandfather of the beautiful redhead. The grandfather told them a story about their journey and said that this is where they were supposed to go next.
They were taken inside a strange old building to rest and after rest they were met by the man who invited them to their dinner, a man with long silver hair. The man also had long silver hair and a beard. They began talking with him about how long they had been in the town and where they were supposed to go next.
The man said that they would meet his wife at dinner and that her husband would explain to them the next step.
“You know who we are and we know who you are,” he said, “but who are you?”
Luke was embarrassed at how much"
1,"Given this prompt: spells
    
    Generate a short story based on the theme of the topic word and make sure it is readable for grades 6 to 8 learners in the Common Core Standards scale.
    For your guidance, example books in this level of complexity include Little Women by Louisa May Alcott, The Adventures of Tom Sawyer by Mark Twain, and The Road Not Taken by Robert Frost.
    
    Output the generated story directly.
     The story was called Spellbound.
""When the first snow fall of the year arrived,"" wrote the author, ""my father took my sister and me to a place where we could see the Christmas Tree up high. The tree was decorated with hundreds of colored lights. The first tree I had ever seen decorated like this.""
""What makes the lights so bright, Daddy?"" asked my sister.
""The first snow means a new year in the year 2015,"" my father answered. ""So we are going to wish that our future year is bright. And we have already figured out how we are going to make that happen. We will be wishing for happiness. So we will be wishing with a smile on our faces. And in the end, we will be happy.""
""That's good,"" my sister said. ""Maybe if we keep doing that, our year will be very bright.""
""You were right, of course,"" my father said. ""So now it's your turn, my love. Say the magic words again.""
""I will be the fairest of them all!"" my sister declared.
""That's good,"" said my father. ""Now let's all wish that our future year will be filled with happiness!""
""Yes!"" my sister said. ""All of our wishes will come true if we all remain positive and smiling.""
""Well, that's better,"" I said, as I thought of my future year. ""I think I"
1,"Given this prompt: kingdoms
    
    Generate a short story based on the theme of the topic word and make sure it is readable for grades 6 to 8 learners in the Common Core Standards scale.
    For your guidance, example books in this level of complexity include Little Women by Louisa May Alcott, The Adventures of Tom Sawyer by Mark Twain, and The Road Not Taken by Robert Frost.
    
    Output the generated story directly.
     It was an ordinary day of winter: cold and gray. But as the children at school rushed out the door, their hearts and bodies filled with jubilation and excitement, a boy from their village decided to stay inside.
He wore a gray blanket over his head, as it was so cold. With just a few blankets on the bed, they curled up together, while the sun set and the world was black. The snow outside was so cold that sometimes the snow would melt and run on the ground. The boy’s brother tried to comfort his crying sister, but she did not want to hear anything. The brother was a good, kind, and caring young man, even though he was a year older than the boy.
After many hours of silence, the boy’s mother came in to wake him up from his sad sleep. But before leaving, she hugged her son to her and kissed him on the forehead. “Don’t be sad anymore,” she whispered. “Remember, tomorrow is a new day, and you still have a lot of time before your bedtime. So go outside and play with your friends!”
The boy was glad that she would be leaving soon. It was so cold outside, and he wanted to go outside to play with his friends. With that, he ran outside, with many others from the village. As they went to the mountain, they saw many animals. They saw horses, dogs"
1,"Given this prompt: tales
    
    Generate a short story based on the theme of the topic word and make sure it is readable for grades 6 to 8 learners in the Common Core Standards scale.
    For your guidance, example books in this level of complexity include Little Women by Louisa May Alcott, The Adventures of Tom Sawyer by Mark Twain, and The Road Not Taken by Robert Frost.
    
    Output the generated story directly.
     A Little Snow Falling

The sun was shining brightly on the crisp, white grass. It felt so nice to be outside, not spending every minute inside on a warm, sunny day. The small children played in the yard; they ran, jumped, skipped, and threw snowballs.

Their laughter filled the air. Each of them was so happy and content, even though they all had slightly different reasons for their joy.

“The snow is so soft and pretty!” cheered Jack, who was five years old.

“I like the snow because it’s white and fluffy, and I feel like a superhero flying through the air,” said the shy, quiet five-year-old named Sally.

“I love the snow because it looks like magic!” giggled the rambunctious, five-year-old named Kevin.

“I like the snow because it makes the grass green again. It’s the beginning of spring, right?” inquired the curious six-year-old named Jason.

“No, snow doesn’t cause the grass to sprout,” answered a voice from the house. “The sun still needs to warm it up to grow.”

Jack looked over at his mother and father, who had stepped outside with the other three small children. His father was holding a large bucket that was filled with"
1,"Given this prompt: voyages
    
    Generate a short story based on the theme of the topic word and make sure it is readable for grades 6 to 8 learners in the Common Core Standards scale.
    For your guidance, example books in this level of complexity include Little Women by Louisa May Alcott, The Adventures of Tom Sawyer by Mark Twain, and The Road Not Taken by Robert Frost.
    
    Output the generated story directly.
     In the early spring, the leaves of the elm tree were starting to change color. And now the wind was picking up. The forest was quiet. The only sound was the wind blowing through the trees. But now, it looked like it was going to rain. Suddenly a loud noise startled the trees, the wind gusts were knocking them over. Suddenly all the trees bent over toward the ground. There were leaves everywhere. But there was something even bigger, something way bigger than the leaves. A horse looked like it was about to fall and it just stayed still. The horse looked sad. So a little boy went up to the horse and picked it up by its hooves. But the horse didn’t seem like it cared at all. It just stood there and let the wind take it away. 
The little boy was so sad. He walked the horse around for a while, but the horse just stood still. He looked so sad and lonely. The little boy was sad too. He couldn’t do anything. Suddenly the wind blew some leaves off the tree, and it seemed as if the horse started to move on its own, it started to gallop away. The little boy was very happy that it had galloped away, but he knew that the horse would be back, he had seen the horse before. He kept walking the horse for a long time. It was a very long walk, but when they arrived at the water, the horse saw"
1,"Given this prompt: curses
    
    Generate a short story based on the theme of the topic word and make sure it is readable for grades 6 to 8 learners in the Common Core Standards scale.
    For your guidance, example books in this level of complexity include Little Women by Louisa May Alcott, The Adventures of Tom Sawyer by Mark Twain, and The Road Not Taken by Robert Frost.
    
    Output the generated story directly.
     ""Cursing""
by Elizabeth ""Bee"" Warren, age 10, Cambridge, MA

There is a tree in the woods and a boy who hates it. He throws stones at it and calls it a bad name and then throws his shoe at it. One day he was throwing his shoes at it when a big wave crashed on the beach and they all fell into the water. The boy jumped into the water, but his shoe was still on the tree. He was afraid of going back to get it. He swam across the pond where the rocks and the rocks were very large and the rocks could hurt him if he fell into them. Finally he made it to the tree that his shoes were on. Then he grabbed his shoe and was really happy because it was his favorite. The boy's favorite color is red and he loves his red shoes. The next day a big storm hit the beach and a lot of the rocks fell into the water. The boy's red shoes were in the water and the boy was really mad. The boy ran up the hill and shouted really loud to scare the storm back and get his shoes. When the storm had gone away, the boy ran back to get his shoe. He climbed up the tree and when he put his foot on it, it felt really wet. He looked down and it was wet but his shoe wasn't on. The boy ran down to the beach but his shoe was gone. He thought that maybe the storm had swept"
1,"Given this prompt: artifacts
    
    Generate a short story based on the theme of the topic word and make sure it is readable for grades 6 to 8 learners in the Common Core Standards scale.
    For your guidance, example books in this level of complexity include Little Women by Louisa May Alcott, The Adventures of Tom Sawyer by Mark Twain, and The Road Not Taken by Robert Frost.
    
    Output the generated story directly.
     ""Grief is not the same for us as it is for others.""
“I know, but I feel exactly the same as you.”

""I feel exactly the same as you do, Mrs. Danvers,"" Martha insisted, ""and I'm not going to be able to finish this letter because I keep getting emotional.""

""Martha, please,"" Mrs. Danvers sighed, ""stop worrying about how it will make others feel. I have a letter that needs to be written, and I’m not going to be able to finish it until I can relax, so please stop asking me if I’m going to cry in the next paragraph.""

""Mrs. Danvers, I didn’t know that it would be that hard, and I don’t think it was.""

""It isn’t that it is hard, Martha, it is just that I need to focus on something other than how your letter is going to make others feel. I need to make sure that I’m getting all of the important information across to someone who needs to read it.""

""Okay, Mrs. Danvers.""

""I know that you won’t understand my words, but just think of it as if you were reading it aloud. If your mother were listening, she would want to know if you were going to be okay, and if I tell you that you�"
1,"Given this prompt: beasts
    
    Generate a short story based on the theme of the topic word and make sure it is readable for grades 6 to 8 learners in the Common Core Standards scale.
    For your guidance, example books in this level of complexity include Little Women by Louisa May Alcott, The Adventures of Tom Sawyer by Mark Twain, and The Road Not Taken by Robert Frost.
    
    Output the generated story directly.
     The class had been practicing their writing skills. All of a sudden, their work was praised. Everyone in the class felt good about themselves. The teacher announced that everyone should write a story. The class members were excited and eager to work on their writing.

There was a little girl named Lisa. She was eight years old and very pretty. She always wanted to be pretty. She did everything to be beautiful. She thought that being pretty was really fun. One day, while her friends were swimming, Lisa was reading a magazine. Her magazine was so pretty that it looked like a picture book. It looked really nice, and it gave her lots of ideas about how to improve her own looks.

A lion came to the magazine and picked it up. The lion looked at it really closely. The lion started to grow angry, and the magazine was really sad. It started to feel very bad for itself. It started to cry. All of a sudden, a butterfly came. The butterfly looked at the magazine really carefully. The butterfly wanted to learn more about the magazine. The butterfly read the magazine and felt so good about it. It was also very happy to know that the lion did not throw it away. The lion and the butterfly were very happy to learn about the magazine. After learning, the butterfly flew away, and the lion looked at the magazine carefully.

When the class saw that the butterfly had left, they thought that the lion had thrown it away. When"
1,"Given this prompt: islands
    
    Generate a short story based on the theme of the topic word and make sure it is readable for grades 6 to 8 learners in the Common Core Standards scale.
    For your guidance, example books in this level of complexity include Little Women by Louisa May Alcott, The Adventures of Tom Sawyer by Mark Twain, and The Road Not Taken by Robert Frost.
    
    Output the generated story directly.
     My mother used to say that every man ought to have an island, where he can find solitude and peace.

I had never seen an island before, so she gave me a brief description. As she said, the island is not flat or square. Its shape is irregular, it moves on the ocean, and its name is different depending on the place: it is the island of privacy and solitude. The island is also called the desert island.

																																																																																										
    I decided that I would build my island. I did not know what kind of island to build, but after thinking for a while, I thought that I could build an island with a river running through it and with trees surrounding it. I would also make it very beautiful so that everyone will want to live there.

																																																		"
1,"Given this prompt: quests
    
    Generate a short story based on the theme of the topic word and make sure it is readable for grades 6 to 8 learners in the Common Core Standards scale.
    For your guidance, example books in this level of complexity include Little Women by Louisa May Alcott, The Adventures of Tom Sawyer by Mark Twain, and The Road Not Taken by Robert Frost.
    
    Output the generated story directly.
     I had always dreamt of going to Hogwarts, but I knew I would be a failure there, since I had a short temper. I would always get lost, since my family had trouble using directions and I would get easily frustrated with the rules that Hogwarts had. After all, being a teenager is hard enough, but when I was also a witch with very short tempers, Hogwarts seemed to have even more rules. But I decided to go there anyway. My parents had made me go, so I would get to find out whether Hogwarts was better or worse than I had expected. I started searching for Hogwarts, but everything I tried to do led me back home, which was always a joy to me. I would always take longer getting to Hogwarts than I usually took to get anywhere else. I knew that it would be better for me to try another strategy instead of just sitting around at home wishing I was at Hogwarts. I remembered going into the kitchen to grab the last of the sweets before going out, and that is what made me think of my strategy. As I looked at the wrappings in the trash, I thought, “If I eat one of these sweets now, I will probably be fine. It will probably not be too strong, and it will get me home faster.” That was how I knew I needed to try the chocolate. It was the best strategy I knew to avoid being sent back home. I took the chocolate out of the wrappings, and went"
1,"Given this prompt: realms
    
    Generate a short story based on the theme of the topic word and make sure it is readable for grades 6 to 8 learners in the Common Core Standards scale.
    For your guidance, example books in this level of complexity include Little Women by Louisa May Alcott, The Adventures of Tom Sawyer by Mark Twain, and The Road Not Taken by Robert Frost.
    
    Output the generated story directly.
     Given this prompt: realms
    Generate a short story based on the theme of the topic word and make sure it is readable for grades 6 to 8 learners in the Common Core Standards scale.
    For your guidance, example books in this level of complexity include Little Women by Louisa May Alcott, The Adventures of Tom Sawyer by Mark Twain, and The Road Not Taken by Robert Frost.
      Given this prompt: realms
    Generate a short story based on the theme of the topic word and make sure it is readable for grades 6 to 8 learners in the Common Core Standards scale.
    For your guidance, example books in this level of complexity include Little Women by Louisa May Alcott, The Adventures of Tom Sawyer by Mark Twain, and The Road Not Taken by Robert Frost.
      Given this prompt: realms
    Generate a short story based on the theme of the topic word and make sure it is readable for grades 6 to 8 learners in the Common Core Standards scale.
    For your guidance, example books in this level of complexity include Little Women by Louisa May Alcott, The Adventures of Tom Sawyer by Mark Twain, and The Road Not Taken by Robert Frost.
        Given this prompt: realms
    Generate a short story based on the theme of the topic word"
1,"Given this prompt: challenges
    
    Generate a short story based on the theme of the topic word and make sure it is readable for grades 6 to 8 learners in the Common Core Standards scale.
    For your guidance, example books in this level of complexity include Little Women by Louisa May Alcott, The Adventures of Tom Sawyer by Mark Twain, and The Road Not Taken by Robert Frost.
    
    Output the generated story directly.
     The challenge is a bit boring, but it’s still a very easy challenge. I don’t usually post “easy challenges” on this blog, but this challenge is actually fairly easy, and can be done in about 15 minutes. It’s the topic word, “Challenges,” that I find difficult. I don’t know why. The prompt, “challenges”, is simple and easy to understand.
“Challenges” is the word for your story. It is a verb in this story. There is a direct object in your story for “Challenges”. The first two sentences of your story should explain what kind of challenge the story’s focus is about. That should give you an easy topic sentence. Your challenge should be “how do I choose a challenge to work on?” Your challenge should be a noun, and you should have an adjective describing it, and a verb describing the task that the adjective describes. I’m just not sure why I find “challenges” so difficult, but I do, and I’m sure it’s not because the challenge is easy.
I don’t normally post easy prompts here on this blog, but the theme word, “Challenges,” is one I find difficult to come up with a challenge for.
Anyway, here’s my challenge"
1,"Given this prompt: fables
    
    Generate a short story based on the theme of the topic word and make sure it is readable for grades 6 to 8 learners in the Common Core Standards scale.
    For your guidance, example books in this level of complexity include Little Women by Louisa May Alcott, The Adventures of Tom Sawyer by Mark Twain, and The Road Not Taken by Robert Frost.
    
    Output the generated story directly.
     It's an age-old myth.
""I'd like to tell you a story. About a place called Fable.""
The king smiled. ""Then proceed.""
""Well, one day, there was this boy. And he wanted to be brave. He wanted to be strong. He wanted to be famous. And he wanted a castle. And he wanted a princess. And he wanted to marry her. And he wanted to be a brave knight. And he wanted to be the king of Fable.""
""Who was this boy?""
""This was a boy in a blue suit. He wore glasses and his hair was dark and his eyes were grey.""
""And what happened to this boy?""
""He got a purple skin.""
""What colour was his skin?""
""Purple. Because that's what he was. A purple boy in a blue suit. And a purple skin.""
""Where did this purple boy live?""
""He lived on the north edge of the wood. Up in the middle of the woods.""
""And what was the woods like?""
""The woods were dark and gloomy and scary.""
""And what did this purple boy do?""
""He was afraid. Very afraid.""
""Who was that girl?""
""Her name was Jasmine.""
""What did this girl do?""
""She loved this boy. And she laughed.""
""And who was the princess?""
""Prin"
1,"Given this prompt: guardians
    
    Generate a short story based on the theme of the topic word and make sure it is readable for grades 6 to 8 learners in the Common Core Standards scale.
    For your guidance, example books in this level of complexity include Little Women by Louisa May Alcott, The Adventures of Tom Sawyer by Mark Twain, and The Road Not Taken by Robert Frost.
    
    Output the generated story directly.
     The Moon was full, but it was not the only thing full. Three beautiful maidens of the light were standing with their backs to it. The sky was full of stars, but the Maidens were staring at the Moon. All of them had a bright, shiny golden band around their neck. And all three of them held bright red apples with bright silver teeth. The maidens were waiting for the Moon to be full again, just for them. They had a promise to keep. Then the maidens saw the Knight coming. He was tall and strong and his feet were as yellow as the grass in the fields. All the grass was yellow, but the Knight had a red band around his left foot. This was the foot he used for stepping down the stairs. Then he arrived at the garden. There was a beautiful tree with golden apples on it. But instead of taking one, he looked around the garden. He looked at the beautiful flowers and the green grass, and he thought about the promise he had made. He knew the Moon was full, but he also knew the Moon's promise was broken. He looked at the three maidens, with their shining golden bands, and he thought about how the promises broken were worse than the full Moon. The Knight then walked away from the garden. But the maidens could hear his footsteps go through the grass. The Moon was not the only thing that was full. 
    
    Now it was late"
